Date,Produit,Catégorie,Client_ID,Quantité,Prix_Unitaire,Moyen_Paiement
2024-08-05,Smartphone Samsung,Téléphonie,C0025,3,250000,Mobile Money
2024-01-15,Smartphone Samsung,Téléphonie,C0058,1,250000,Cash
2024-02-11,Chaussures Nike,Mode,C0006,2,45000,Carte bancaire
2024-09-05,Chaussures Nike,Mode,C0012,2,45000,Cash
2024-07-01,Sac à dos Puma,Mode,C0030,4,25000,Mobile Money
2024-05-28,Chaussures Nike,Mode,C0088,4,45000,Carte bancaire
2024-03-20,Smartphone Samsung,Téléphonie,C0045,1,250000,Cash
2024-11-12,T-shirt Zara,Mode,C0054,2,10000,Mobile Money
2024-12-23,Sac à dos Puma,Mode,C0085,5,25000,Mobile Money
2024-10-08,Chaussures Nike,Mode,C0083,3,45000,Mobile Money
2024-01-16,T-shirt Zara,Mode,C0092,3,10000,Mobile Money
2024-11-05,Chaussures Nike,Mode,C0014,2,45000,Carte bancaire
2024-03-07,Casque JBL,Accessoires,C0075,5,20000,Mobile Money
2024-09-19,Clavier Logitech,Accessoires,C0021,5,15000,Mobile Money
2024-04-11,Clavier Logitech,Accessoires,C0065,1,15000,Cash
2024-08-22,Clavier Logitech,Accessoires,C0039,2,15000,Mobile Money
2024-07-05,T-shirt Zara,Mode,C0016,2,10000,Cash
2024-06-05,Montre Casio,Accessoires,C0024,2,18000,Carte bancaire
2024-02-27,Laptop HP,Informatique,C0035,4,300000,Mobile Money
2024-12-04,Casque JBL,Accessoires,C0079,2,20000,Carte bancaire
2024-11-09,Smartphone Samsung,Téléphonie,C0091,2,250000,Mobile Money
2024-05-18,Clavier Logitech,Accessoires,C0064,3,15000,Mobile Money
2024-01-31,Smartphone Samsung,Téléphonie,C0003,2,250000,Mobile Money
2024-01-24,"TV LG 42""",Électronique,C0034,2,350000,Carte bancaire
2024-10-09,Montre Casio,Accessoires,C0072,2,18000,Mobile Money
2024-10-19,Laptop HP,Informatique,C0050,2,300000,Carte bancaire
2024-04-20,Clavier Logitech,Accessoires,C0006,4,15000,Mobile Money
2024-05-25,Montre Casio,Accessoires,C0053,5,18000,Carte bancaire
2024-12-10,Montre Casio,Accessoires,C0057,1,18000,Carte bancaire
2024-10-28,"TV LG 42""",Électronique,C0067,4,350000,Cash
2024-04-11,Casque JBL,Accessoires,C0062,2,20000,Cash
2024-09-16,T-shirt Zara,Mode,C0090,2,10000,Cash
2024-04-19,Chaussures Nike,Mode,C0032,2,45000,Cash
2024-03-20,Smartphone Samsung,Téléphonie,C0065,5,250000,Mobile Money
2024-08-11,"TV LG 42""",Électronique,C0072,2,350000,Cash
2024-05-03,Montre Casio,Accessoires,C0038,1,18000,Mobile Money
2024-02-23,Chaussures Nike,Mode,C0043,2,45000,Mobile Money
2024-11-17,Clavier Logitech,Accessoires,C0032,5,15000,Mobile Money
2024-12-05,Sac à dos Puma,Mode,C0044,5,25000,Mobile Money
2024-02-14,Sac à dos Puma,Mode,C0071,1,25000,Cash
2024-02-23,Sac à dos Puma,Mode,C0058,2,25000,Mobile Money
2024-04-12,Casque JBL,Accessoires,C0014,2,20000,Cash
2024-01-30,Montre Casio,Accessoires,C0093,1,18000,Carte bancaire
2024-08-29,Sac à dos Puma,Mode,C0002,1,25000,Mobile Money
2024-04-21,Sac à dos Puma,Mode,C0094,3,25000,Mobile Money
2024-10-23,Chaussures Nike,Mode,C0089,2,45000,Cash
2024-07-23,Casque JBL,Accessoires,C0060,1,20000,Cash
2024-03-20,T-shirt Zara,Mode,C0075,1,10000,Cash
2024-07-06,Smartphone Samsung,Téléphonie,C0045,3,250000,Cash
2024-08-26,Smartphone Samsung,Téléphonie,C0061,3,250000,Mobile Money
2024-02-04,Sac à dos Puma,Mode,C0038,4,25000,Cash
2024-07-31,"TV LG 42""",Électronique,C0076,3,350000,Mobile Money
2024-12-04,"TV LG 42""",Électronique,C0070,2,350000,Cash
2024-01-10,Smartphone Samsung,Téléphonie,C0097,1,250000,Carte bancaire
2024-08-15,Laptop HP,Informatique,C0048,5,300000,Cash
2024-10-07,Laptop HP,Informatique,C0083,3,300000,Cash
2024-07-11,Sac à dos Puma,Mode,C0014,3,25000,Cash
2024-09-16,Casque JBL,Accessoires,C0029,3,20000,Carte bancaire
2024-05-04,Clavier Logitech,Accessoires,C0036,5,15000,Carte bancaire
2024-11-04,Clavier Logitech,Accessoires,C0089,1,15000,Mobile Money
2024-08-06,Clavier Logitech,Accessoires,C0074,1,15000,Carte bancaire
2024-01-04,"TV LG 42""",Électronique,C0040,2,350000,Cash
2024-12-10,Montre Casio,Accessoires,C0091,4,18000,Mobile Money
2024-11-23,Sac à dos Puma,Mode,C0062,3,25000,Mobile Money
2024-02-06,Casque JBL,Accessoires,C0067,1,20000,Carte bancaire
2024-09-05,"TV LG 42""",Électronique,C0017,2,350000,Mobile Money
2024-06-30,T-shirt Zara,Mode,C0060,2,10000,Carte bancaire
2024-12-03,Casque JBL,Accessoires,C0034,5,20000,Cash
2024-03-10,Sac à dos Puma,Mode,C0035,1,25000,Mobile Money
2024-01-30,T-shirt Zara,Mode,C0030,5,10000,Cash
2024-08-07,T-shirt Zara,Mode,C0079,3,10000,Cash
2024-10-04,Clavier Logitech,Accessoires,C0029,3,15000,Cash
2024-05-26,Clavier Logitech,Accessoires,C0003,2,15000,Cash
2024-03-07,Chaussures Nike,Mode,C0045,3,45000,Carte bancaire
2024-02-17,Montre Casio,Accessoires,C0067,5,18000,Mobile Money
2024-11-17,Casque JBL,Accessoires,C0068,5,20000,Mobile Money
2024-03-27,Sac à dos Puma,Mode,C0005,2,25000,Carte bancaire
2024-10-19,Montre Casio,Accessoires,C0024,2,18000,Carte bancaire
2024-06-01,"TV LG 42""",Électronique,C0039,5,350000,Carte bancaire
2024-04-15,Montre Casio,Accessoires,C0069,5,18000,Cash
2024-01-18,Sac à dos Puma,Mode,C0077,5,25000,Cash
2024-10-22,Clavier Logitech,Accessoires,C0003,1,15000,Carte bancaire
2024-03-24,T-shirt Zara,Mode,C0050,4,10000,Cash
2024-09-25,Clavier Logitech,Accessoires,C0073,3,15000,Cash
2024-10-31,Clavier Logitech,Accessoires,C0039,5,15000,Mobile Money
2024-09-04,Laptop HP,Informatique,C0065,1,300000,Carte bancaire
2024-05-30,T-shirt Zara,Mode,C0050,2,10000,Mobile Money
2024-08-05,Montre Casio,Accessoires,C0036,3,18000,Carte bancaire
2024-09-06,Sac à dos Puma,Mode,C0080,1,25000,Mobile Money
2024-10-04,Laptop HP,Informatique,C0006,1,300000,Mobile Money
2024-02-10,T-shirt Zara,Mode,C0073,4,10000,Cash
2024-12-27,Casque JBL,Accessoires,C0028,4,20000,Mobile Money
2024-08-25,Casque JBL,Accessoires,C0016,3,20000,Carte bancaire
2024-09-22,Montre Casio,Accessoires,C0044,5,18000,Mobile Money
2024-11-17,Montre Casio,Accessoires,C0020,3,18000,Carte bancaire
2024-06-07,Clavier Logitech,Accessoires,C0010,4,15000,Cash
2024-03-21,Laptop HP,Informatique,C0043,5,300000,Carte bancaire
2024-10-09,Smartphone Samsung,Téléphonie,C0022,2,250000,Mobile Money
2024-04-08,T-shirt Zara,Mode,C0020,4,10000,Carte bancaire
2024-08-01,Chaussures Nike,Mode,C0034,1,45000,Mobile Money
2024-07-09,Clavier Logitech,Accessoires,C0018,1,15000,Mobile Money
2024-05-10,"TV LG 42""",Électronique,C0083,4,350000,Carte bancaire
2024-10-07,Casque JBL,Accessoires,C0026,2,20000,Cash
2024-07-17,Montre Casio,Accessoires,C0046,4,18000,Carte bancaire
2024-11-02,Chaussures Nike,Mode,C0067,1,45000,Carte bancaire
2024-01-11,Sac à dos Puma,Mode,C0034,5,25000,Cash
2024-07-23,T-shirt Zara,Mode,C0084,1,10000,Cash
2024-06-14,Smartphone Samsung,Téléphonie,C0100,4,250000,Carte bancaire
2024-02-29,Montre Casio,Accessoires,C0093,4,18000,Mobile Money
2024-07-31,Sac à dos Puma,Mode,C0099,1,25000,Cash
2024-11-24,Laptop HP,Informatique,C0059,3,300000,Mobile Money
2024-08-26,Montre Casio,Accessoires,C0099,1,18000,Carte bancaire
2024-04-11,Smartphone Samsung,Téléphonie,C0100,4,250000,Cash
2024-02-27,Chaussures Nike,Mode,C0057,4,45000,Cash
2024-06-15,Clavier Logitech,Accessoires,C0001,5,15000,Mobile Money
2024-08-05,T-shirt Zara,Mode,C0004,5,10000,Cash
2024-09-23,Casque JBL,Accessoires,C0091,3,20000,Mobile Money
2024-10-31,Chaussures Nike,Mode,C0071,1,45000,Mobile Money
2024-06-24,Smartphone Samsung,Téléphonie,C0015,1,250000,Cash
2024-09-16,Smartphone Samsung,Téléphonie,C0048,3,250000,Mobile Money
2024-04-21,Laptop HP,Informatique,C0008,1,300000,Mobile Money
2024-04-02,"TV LG 42""",Électronique,C0072,2,350000,Mobile Money
2024-08-02,T-shirt Zara,Mode,C0068,2,10000,Cash
2024-02-22,Laptop HP,Informatique,C0084,2,300000,Mobile Money
2024-11-04,Casque JBL,Accessoires,C0044,4,20000,Cash
2024-03-11,Sac à dos Puma,Mode,C0078,3,25000,Mobile Money
2024-02-04,Clavier Logitech,Accessoires,C0070,1,15000,Cash
2024-06-03,Clavier Logitech,Accessoires,C0007,1,15000,Cash
2024-05-05,T-shirt Zara,Mode,C0073,4,10000,Carte bancaire
2024-08-09,Laptop HP,Informatique,C0045,5,300000,Mobile Money
2024-10-03,Montre Casio,Accessoires,C0077,5,18000,Cash
2024-10-28,"TV LG 42""",Électronique,C0006,4,350000,Mobile Money
2024-08-20,Clavier Logitech,Accessoires,C0062,4,15000,Carte bancaire
2024-06-27,Clavier Logitech,Accessoires,C0050,5,15000,Carte bancaire
2024-08-26,Chaussures Nike,Mode,C0098,3,45000,Cash
2024-12-13,Montre Casio,Accessoires,C0065,5,18000,Carte bancaire
2024-03-21,Chaussures Nike,Mode,C0017,3,45000,Mobile Money
2024-07-31,T-shirt Zara,Mode,C0056,2,10000,Cash
2024-02-14,Laptop HP,Informatique,C0079,4,300000,Cash
2024-04-11,"TV LG 42""",Électronique,C0052,3,350000,Cash
2024-04-20,Montre Casio,Accessoires,C0051,3,18000,Mobile Money
2024-10-01,"TV LG 42""",Électronique,C0094,4,350000,Carte bancaire
2024-03-27,Laptop HP,Informatique,C0038,1,300000,Cash
2024-12-12,Montre Casio,Accessoires,C0071,1,18000,Mobile Money
2024-12-14,Sac à dos Puma,Mode,C0033,2,25000,Carte bancaire
2024-02-26,Chaussures Nike,Mode,C0041,3,45000,Carte bancaire
2024-08-28,Clavier Logitech,Accessoires,C0045,4,15000,Carte bancaire
2024-07-17,T-shirt Zara,Mode,C0017,3,10000,Carte bancaire
2024-05-14,Clavier Logitech,Accessoires,C0017,3,15000,Mobile Money
2024-09-24,"TV LG 42""",Électronique,C0056,2,350000,Mobile Money
2024-05-13,Clavier Logitech,Accessoires,C0019,4,15000,Mobile Money
2024-03-24,"TV LG 42""",Électronique,C0038,4,350000,Mobile Money
2024-05-18,Chaussures Nike,Mode,C0084,2,45000,Carte bancaire
2024-12-06,Casque JBL,Accessoires,C0081,4,20000,Carte bancaire
2024-12-23,Chaussures Nike,Mode,C0051,4,45000,Carte bancaire
2024-04-07,Laptop HP,Informatique,C0011,1,300000,Cash
2024-08-19,Clavier Logitech,Accessoires,C0007,1,15000,Carte bancaire
2024-06-06,Montre Casio,Accessoires,C0059,2,18000,Cash
2024-06-17,Montre Casio,Accessoires,C0025,3,18000,Cash
2024-09-28,"TV LG 42""",Électronique,C0053,5,350000,Carte bancaire
2024-01-26,T-shirt Zara,Mode,C0055,5,10000,Carte bancaire
2024-01-03,Montre Casio,Accessoires,C0087,2,18000,Carte bancaire
2024-04-16,Laptop HP,Informatique,C0030,2,300000,Cash
2024-10-10,Montre Casio,Accessoires,C0080,3,18000,Cash
2024-05-17,Chaussures Nike,Mode,C0020,5,45000,Carte bancaire
2024-10-02,Clavier Logitech,Accessoires,C0016,3,15000,Mobile Money
2024-09-26,Casque JBL,Accessoires,C0067,1,20000,Cash
2024-08-31,Laptop HP,Informatique,C0046,1,300000,Mobile Money
2024-12-07,Smartphone Samsung,Téléphonie,C0015,3,250000,Cash
2024-03-25,Casque JBL,Accessoires,C0006,3,20000,Mobile Money
2024-10-16,Sac à dos Puma,Mode,C0097,5,25000,Mobile Money
2024-11-06,T-shirt Zara,Mode,C0059,4,10000,Cash
2024-06-13,Chaussures Nike,Mode,C0064,3,45000,Cash
2024-02-14,T-shirt Zara,Mode,C0025,3,10000,Cash
2024-07-20,Sac à dos Puma,Mode,C0055,5,25000,Cash
2024-07-07,Chaussures Nike,Mode,C0042,4,45000,Mobile Money
2024-10-05,Sac à dos Puma,Mode,C0093,1,25000,Carte bancaire
2024-08-17,T-shirt Zara,Mode,C0025,5,10000,Carte bancaire
2024-01-06,Casque JBL,Accessoires,C0092,1,20000,Mobile Money
2024-08-10,Casque JBL,Accessoires,C0029,1,20000,Carte bancaire
2024-10-10,Montre Casio,Accessoires,C0092,4,18000,Carte bancaire
2024-10-23,Chaussures Nike,Mode,C0041,3,45000,Cash
2024-07-14,Clavier Logitech,Accessoires,C0018,4,15000,Cash
2024-09-08,"TV LG 42""",Électronique,C0027,4,350000,Mobile Money
2024-08-30,Clavier Logitech,Accessoires,C0097,3,15000,Cash
2024-09-26,Chaussures Nike,Mode,C0061,5,45000,Cash
2024-09-27,Montre Casio,Accessoires,C0087,5,18000,Carte bancaire
2024-10-08,Laptop HP,Informatique,C0031,4,300000,Carte bancaire
2024-02-14,Clavier Logitech,Accessoires,C0027,3,15000,Carte bancaire
2024-11-14,"TV LG 42""",Électronique,C0010,3,350000,Mobile Money
2024-09-02,Laptop HP,Informatique,C0072,5,300000,Mobile Money
2024-03-16,Sac à dos Puma,Mode,C0094,2,25000,Cash
2024-12-18,Casque JBL,Accessoires,C0089,2,20000,Carte bancaire
2024-11-26,T-shirt Zara,Mode,C0083,4,10000,Mobile Money
2024-09-16,"TV LG 42""",Électronique,C0060,3,350000,Cash
2024-08-20,Clavier Logitech,Accessoires,C0097,1,15000,Carte bancaire
2024-04-17,Chaussures Nike,Mode,C0095,3,45000,Mobile Money
2024-06-24,"TV LG 42""",Électronique,C0100,1,350000,Mobile Money
2024-04-13,Laptop HP,Informatique,C0008,4,300000,Mobile Money
2024-10-02,Casque JBL,Accessoires,C0029,3,20000,Cash
2024-04-12,Chaussures Nike,Mode,C0100,3,45000,Carte bancaire
2024-11-09,Casque JBL,Accessoires,C0038,2,20000,Cash
2024-03-06,Casque JBL,Accessoires,C0046,1,20000,Carte bancaire
2024-05-24,Clavier Logitech,Accessoires,C0073,3,15000,Cash
2024-07-08,Smartphone Samsung,Téléphonie,C0060,1,250000,Carte bancaire
2024-03-13,Casque JBL,Accessoires,C0034,4,20000,Cash
2024-11-12,"TV LG 42""",Électronique,C0057,5,350000,Cash
2024-05-28,T-shirt Zara,Mode,C0098,2,10000,Cash
2024-11-21,"TV LG 42""",Électronique,C0090,4,350000,Mobile Money
2024-06-27,Chaussures Nike,Mode,C0098,2,45000,Cash
2024-09-16,Clavier Logitech,Accessoires,C0032,5,15000,Mobile Money
2024-01-21,T-shirt Zara,Mode,C0003,4,10000,Mobile Money
2024-12-18,"TV LG 42""",Électronique,C0082,5,350000,Cash
2024-01-16,Montre Casio,Accessoires,C0042,1,18000,Mobile Money
2024-10-11,Laptop HP,Informatique,C0037,4,300000,Carte bancaire
2024-06-08,Chaussures Nike,Mode,C0083,4,45000,Mobile Money
2024-10-17,Sac à dos Puma,Mode,C0007,4,25000,Cash
2024-11-14,Sac à dos Puma,Mode,C0014,4,25000,Mobile Money
2024-10-21,T-shirt Zara,Mode,C0071,2,10000,Mobile Money
2024-08-27,"TV LG 42""",Électronique,C0071,4,350000,Carte bancaire
2024-08-17,Sac à dos Puma,Mode,C0069,4,25000,Mobile Money
2024-06-25,Sac à dos Puma,Mode,C0017,1,25000,Carte bancaire
2024-01-05,Montre Casio,Accessoires,C0026,2,18000,Cash
2024-04-28,Montre Casio,Accessoires,C0031,5,18000,Mobile Money
2024-02-18,T-shirt Zara,Mode,C0020,1,10000,Carte bancaire
2024-08-26,Laptop HP,Informatique,C0030,3,300000,Cash
2024-10-06,T-shirt Zara,Mode,C0033,4,10000,Cash
2024-06-26,T-shirt Zara,Mode,C0032,1,10000,Carte bancaire
2024-01-25,Casque JBL,Accessoires,C0018,4,20000,Mobile Money
2024-01-04,Casque JBL,Accessoires,C0083,1,20000,Mobile Money
